id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
efc575cffd4ab5b348d074c3e942d029ee7f9fd60bd36c5bfc8fb06c1a8df921;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Le dosage de l'acétate de sodium s'effectue :;En solution aqueuse;En solution dans l'acide acétique;En solution dans le diméthylformamide;A l'aide d'une solution aqueuse d'acide chlorhydrique;A l'aide d'une solution acétique d'acide perchlorique;b|e;2
616885d75c920474a8c5ff1d4284b1a6ba93a473cf2816f712a910a6d560fac1;Parmi les propositions suivantes concernant les complexes, indiquer quelle(s) est (sont) celle(s) qui sont exactes :;Un complexe peut être chargé positivement;La stabilité des complexes peut être fonction du pH;La dilution augmente la stabilité des complexes;Plus la valeur de pKc est élevée, plus le complexe est stable;Un complexe de l'EDTA avec l'aluminium est un chélate;a|b|d|e;4
0bdccf2660cf143dc2da5530dc3d60d379aafe7e94f2f5cb9bc4d3b35b02d9bc;Parmi les propositions suivantes qui s'appliquent à la diffusion d'un soluté électriquement neutre dans un solvant, cocher la (les) réponse(s) exacte(s).;Le coefficient de diffusion s'exprime en m2.s-1;Le flux de diffusion a le même sens que le gradient de concentration;La diffusion diminue quand la température diminue;La diffusion augmente quand la viscosité du solvant augmente;La diffusion diminue quand la masse molaire du soluté diminue;a|c;2
c59b2c63f42c606b19297abdd21ee77c38c871f99c88b2be7fc8c9ac5fbb31bb;Cocher la (les) proposition(s) exacte(s) concernant l'osmolarité et l'osmolalité ?;L'osmolarité est le nombre d'osmoles par litre de solution;L'osmolalité est le nombre d'osmoles par kilogramme de solvant;Dans le plasma, les protéines représentant environ 7% du volume total, l'osmolalité est égale à l'osmolarité divisé par 0.93;Osmolarité et osmolalité peuvent être confondues pour une solution aqueuse dilué;L'osmolarité plasmatique est mesurée par cryoscopie;a|b|c|d|e;5
491b95f00d6aef9208ce8c49a437c4e8a9b4dcc64a9ecea4f71b8315dd4dd21b;Parmi les propositions suivantes, situer la (les) attitude(s) thérapeutique(s) indiquée(s) chez une jeune femme qui vient d'absorber 8 mg de digitoxine :;Surveillance de la kaliémie;Diurèse osmotique;Lavage gastrique;Perfusion enrichie en K+;Surveillance cardiaque;a|c|e;3
68e964c7043620fb2f644f9b3dde0f789490394b6ce2f221e40684e3128289f9;Parmi les propositions suivantes, quelle(s) est (sont) celle(s) qui représente(nt) un ou des facteur(s) de risque d'une atteinte coronaire ?;Tabagisme;Concentration plasmatique élevée d'apolipoprotéine B;Concentration plasmatique élevée d'HDL;Hypertension;Taux plasmatique élevé de Lp(a);a|b|d|e;4
1119d7f17a154a71212c670c71a35bbb0bc3d964479cc90f4bbc2dee9b4aca79;Parmi les propositions concernant le cotrimoxazole, quelle(s) est (sont) celle(s) qui est (sont) exacte(s)?;Est une association de sulfaméthoxazole et de triméthoprime;Est indiqué dans le traitement de la toxoplasmose;Le triméthoprime est un inhibiteur de la dihydrofolate synthétase;Peut entraîner des troubles cutanés sévères type syndrome de Lyell;l'association avec le méthotrexate est contre-indiquée;a|b|d|e;4
8d48b9356b50606732c2caaba2e3673b242210d6fa4bb45bf1857a56e3ae0642;Parmi les propositions suivantes concernant la ceftriaxone (ROCEPHINE®), quelle(s) est (sont) celle(s) qui est (sont) exacte(s) ?;C'est une céphalosporine de 3ème génération;Elle est habituellement efficace dans les infections à bacilles à Gram négatif;Son importante demi-vie d'élimination est compatible avec une seule administration quotidienne;Elle possède une mauvaise biodisponibilité par voie intramusculaire;Elle est utilisée en ambulatoire dans les infections sévères;a|b|c|e;4
fdf02f4f66085ae01e2c392d556c5f4177f66ceaf910e7303a589af76ee74490;Parmi les propositions suivantes laquelle (lesquelles) est (sont) exacte(s)? Les macrolides :;Sont des antibiotiques qui peuvent être utilisés chez la femme enceinte;Sont des antibiotiques doués d'une bonne diffusion tissulaire;Agissent sur la réplication de l'ADN;Sont toujours actifs sur les entérocoques;Sont principalement éliminés par le foie;a|b|e;3
94d7e27915344b373d51749346e702cb7a1cff80ef6833c97fb935213c362cef;Parmi les médicaments cités ci-dessous, donner celui ou ceux que l'on utilise comme amoebicide(s) tissulaire(s):;Flubendazole (FLUVERMAL®);Métronidazole (FLAGYL®);Secnidazole (FLAGENTYL®);éconazole (PEVARYL®);Ornidazole (TIBéRAL);b|c|e;3
746687e4a7b8ee0cec7ac9c0481ff1740f26ab9add2d1a0b4237b2252e7999d1;Parmi les propositions suivantes concernant l'intoxication par les salicylés, indiquer celle (celles) qui est (sont) exacte(s).;Les jeunes enfants sont plus sensibles que les adultes aux surdosages de salicylés;L'utilisation du charbon activé est déconseillée lors du lavage gastrique;L'administration intraveineuse de bicarbonate de sodium permet de corriger l'acidose métabolique;L'administration intraveineuse de bicarbonate de sodium augmente l'élimination urinaire des salicylés;L'hyperventilation est fréquente au début de l'intoxication;a|c|d|e;4
d8150455f1d0232bea468c16baf47c613d9bef4ef9d213ef92c3916ad1a5dc36;Quelle(s) affirmation(s) est(sont) exacte(s) ? L'énergie d'activation d'une réaction enzymatique est:;L'énergie nécessaire pour activer l'enzyme concernée;L'énergie nécessaire pour activer le substrat;L'énergie libérée au cours de la réaction;L'énergie retenue dans les produits de réaction;L'énergie procurée par les produits de réaction;b;1
6df57459b807221b9320351c59916c57c24fea91dec4979b67152b0a3eccd475;Parmi les propositions suivantes, indiquer laquelle(lesquelles) est(sont) exacte(s), Les Ig D :;Sont responsables des phénomènes anaphylactiques;Ont des chaînes lourdes comportant 5 domaines;Sont monomériques;Sont principalement des immunoglobulines de membrane;Ont une masse moléculaire voisine de 160 à 190 kDa;c|d|e;3
daf4c48cbcf42c88e55256edd87a50e5bf67fea47d12f7de6bcf2b04c1ede9dd;Parmi les virus suivants, lesquels peuvent être transmis sexuellement ?;Virus herpès simplex type 2;Virus de la grippe;Virus de l'hépatite A (VHA);Virus de immunodéficience humaine (VIH);Virus de la poliomyélite;a|d;2
6ef3b9f6d5134e0f3ffabaf58affdca53d9d8d5d3e30acbf17bee90673c2ba83;Parmi les propositions suivants, laquelle (lesquelles) est (sont) exacte(s)? L'angiotensine II:;Exerce un effet direct sur le muscle lisse vasculaire;Exerce une action directe sur des récepteurs de la sérotonine;Augmente la libération des catécholamines;Exerce une action stimulante sur la sécrétion de rénine;Module la sécrétion de l'aldostérone;a|c|e;3
499cbc03e1dc85a8d811db2e27ef95709a39943269e01bd37eb1722779bb3d07;Parmi les signes ou symptômes suivants, lequel (lesquels) fait (font) partie d'un syndrome néphrotique pur ?;Protéinurie;Hypertension artérielle;Diminution de l'albumine sérique;Diminution des protides totaux du sérum;Augmentation du pourcentage des alpha 2 globulines à l'électophorèse;a|c|d|e;4
7c4e7408aca3c5bc0818525b8218201c0c02e665a8506454750a0875033ee821;Parmi les propositions suivantes concernant le seuil de signification d'un test statistique, laquelle (lesquelles) est (sont) exacte(s) ? Le seuil de signification :;Est le risque consenti de rejet à tort de l'hypothèse nulle;A pour valeurs habituelles 0,95 ou 0,99;Est aussi appelé risque de 2ème espèce;Est habituellement noté alpha;Augmente si l'intervalle d'acceptation de l'hypothèse nulle est plus petit;a|d|e;3
1d079717a9559d7a96f96ad2bfc84de101f87c9a76ff312f98a4046d53bf1456;Parmi les affirmations suivantes, indiquer la (les) affirmation(s) exacte(s). En spectroscopie de fluorescence.;Les molécules fluorescentes présentent le plus souvent des systèmes d'électrons délocalisés;Un ion métallique ne présente jamais de propriétés de fluorescence;Les groupements qui augmentent la délocalisation des électrons augmentent la fluorescence du composé;La rigidité d'une molécule augmente le rendement de fluorescence;Les dosages quantitatifs ne sont pas possibles;a|c|d;3
346e60ba5c6e8b9940460449d0d8730d655d3f43f49e140ab7613d3639eda4f3;Parmi les propositions suivantes concernant le virus de l'hépatite B, quelle(s) est (sont) la (les) réponse(s) exacte(s) ?;Il peut être responsable d'infections nosocomiales;Il peut être impliqué dans les hépatites chroniques;Cest un virus à ARN;Il peut être responsable d'hépatites fulminantes;Le vaccin utilisé en France contre ce virus est un vaccin vivant atténué;a|b|d;3
4f963dcb44e12f18996dbe9a6126a2cf158620f2f15703114603c571d20a0cf5;Indiquer la (les) réponse(s) exacte(s). Les molécules d'histocompatibilité de la classe II :;Sont codées par les gènes présents au niveau des loci HLA-A, -B et -C;Sont exprimées sur les lymphocytes B et les monocytes macrophages;Sont formées d'une chaîne alpha associé à la beta-2 microglobuline;Ont pour ligand la molécule CD4;Interviennent dans la présentation de l'antigène;b|d|e;3
e8d18f4473c504018ce3d9576653a19716c8bdfcda4b4fa154c4bdb244bc4c3d;Indiquer l'(les) association(s) médicamenteuse(s) déconseillée(s) avec la phénytoïne :;Estroprogestatifs;Griséofuline;Sulfaméthoxazole associé au triméthoprime;Cimétidine;Ampicilline;a|c|d;3
7ed7d26e98afe0e0e7e385bac0117ed92819c20d4df1efb02affdb69f7ea44b1;"Citer la (les) proposition(s) exacte(s) ; l'hémophilie est une maladie hémorragique :";Dont les signes cliniques apparaissent dès la naissance;Qui est liée à une diminution du facteur X de la coagulation;A transmission liée au sexe;Qui peut se compliquer de l'apparition d'anticoagulant circulant après l'administration de thérapeutique substitutive;Pour laquelle on peut effectuer un diagnostic prénatal;c|d|e;3
06427656f143abcfb456017a1a9b8ab4dd4097ad931503d5a670bfd3a96cd533;Quelle(s) est (sont) parmi les propositions suivantes, la (les) anomalie(s) biologique(s) fréquemment trouvée(s) dans la maladie de Vaquez ?;Hyperleucocytose;Hypervitaminèmie B12 sérique;SaO2 <92%;Effondrement de la phosphatase alcaline leucocytaire;Thrombocytose modérée;a|b|e;3
2837f757099f4d8b5c9fc2d2d8be5971909cbf3e1b1341028553afc9724ada0e;Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant une protéine de Bence-Jones ?;C'est une protéine urinaire thermosoluble;Elle permet d'exclure un myélome multiple des os;C'est une chaîne légère d'immunoglobuline;C'est une protéine dont le taux est augmenté au cours des états inflammatoires;Elle peut être révélée par immuno-électrophorèse;a|c|e;3
dcf8bfa6bea742d337173fe3c0a3bfe3f21839d794910da515bba7421ce6ff37;Parmi les formes solides orales suivantes, indiquer celle(s) qui libère(nt) le principe actif de façon continue :;Matrice hydrophile;Comprimé à enrobage par film insoluble;Comprimés à double noyau;Comprimés à base de résines échangeuses d'ions;Matrice lipophile;a|b|d|e;4
858b785fd71b47c7280669908aafebea15ba639da47956ebc0255d6262c61390;Parmi les propositions suivantes concernant Listeria monocytogenes, laquelle (lesquelles) est (sont) exacte(s) ?;C'est un bacille à Gram positif;C'est une bactérie flagellée;C'est un agent de méningites;Elle n'est jamais pathogène pour l'adulte;Elle est naturellement résistante aux aminosides;a|b|c;3
45a3dba6ce5f56777d323738ba675bf1b1f1594c3e3bfbc592349e74574ceb31;L'administration thérapeutique de British Anti Lewisite (BAL) ou 2,3-dimercaptopropanol (DIMERCAPROL®) est préconisée dans le cas d'intoxication par les sels de :;Arsenic;Aluminium;Mercure;Fer;Cuivre;a|c;2
b561f41060b864e7aeed0b046cb43d7df7ab13464ab2bf72694042aad8452e3b;Parmi les champignons suivants, quels sont ceux qui font partie des dermatophytes ?;Epidermophyton floccosum;Aspergillus fumigatum;Microsporum canis;Trichophyton mentagrophytes;Candida albicans;a|c|d;3
ef1e20fcaf3613c098378c42b264502598ed5399bfc9310043bef7b5df0efcdf;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Le virus de l'Hépatite A :;Est un virus à ADN;Appartient à la famille des Picornaviridae;Peut provoquer une cirrhose;Est transmis par voie féco-orale;Provoque une infection qui peut être prévenue par une vaccination;b|d|e;3
4b6e881d818143cb12315bc7329c687e646f6f5eb0bc06e0aedb96252257e327;Parmi les propositions suivantes concernant l'aspirine, laquelle (lesquelles) est (sont) exacte(s) ?;La prolongation du temps de saignement par la prise d'aspirine ne s'exerce que pendant 6 heures;L'action anti-agrégante sur les plaquettes est liée à une inhibition de la glycoprotéine II b-III a;L'aspirine a prouvé son efficacité dans la prévention des rechutes d'infarctus du myocarde;L'aspirine potentialise l'action anticoagulante des antivitamines K;La dose habituelle anti-agrégante plaquettaire de l'aspirine est inférieure à 500 mg/24 heures;c|d|e;3
5b90624aa48d2ba153787ce30ed65c189442250e6616a9c72753230147eb3701;Dans laquelle (lesquelles) des maladies suivantes peut-on observer une anémie ?;Candidose;Paludisme;Fasciolose;Anguillulose;Toxoplasmose;b|d;2
bb23731439573fec65a8788bfead7e1a98152448ba149a3001271d7a5295c0fd;Donner la (les) propositions(s) exacte(s). Le syndrome de cholestase se caractérise par :;Une augmentation de la concentration sérique de bilirubine conjuguée;Une augmentation de l'activité sérique de la phosphatase alcaline;Une augmentation de l'activité sérique de l'aspartate aminotransférase;Des selles décolorées;Une diminution de l'urobilinogène fécal;a|b|d|e;4
d426679d579e8bfc0b94bb7826889e67a8d6ca8dcb58ff18ada9f43060f4798e;Le régime général de la Sécurité Sociale est divisé en plusieurs branches d'activités distinctes. Indiquer les réponses exactes parmi les propositions suivantes :;Branche «chomage »;Branche «allocations familiales »;Branche « retraites complémentaires »;Branche « vieillesse »;Branche « maladie;b|d|e;3
91a048b71eb13e99719d8368969072ec4a37c7120de16535b85231c072ebed08;Parmi les propositions suivantes, indiquer la (les) propositions exacte(s). La pharmacocinétique d'un médicament administré à plusieurs doses est linéaire :;Lorsque les surfaces sous la courbe sont constantes;Lorsque les demi-vies d'élimination augmentent;Lorsque les volumes de distribution sont constants;Lorsque les cinétiques sont d'ordre 1;Si le médicament n'est pas métabolisé;c|d;2
0de421320791952c800b7e52957a79e1f8c0ed9de4b5ab2fd7efa135a5505b6d;Parmi les propositions suivantes, indiquer la (les) propositions exacte(s). Le phénomène d'induction enzymatique :;Nécessite un temps d'exposition à l'agent inducteur;Est un mécanisme saturable;Est irréversible à l'arrêt de l'exposition à l'agent inducteur;Se traduit par une diminution de la demi-vie plasmatique;Diminue les réactions de biotransformation hépatique;a|b|d;3
06b738a0793361c5977b8b3280a71bd9c0a79024204a6a1dcb1df546785c278f;Dans les affirmations suivantes, cocher la ou les réponse(s) exacte(s). Les signes cliniques et biologiques d'une téniase à Taenia saginata sont caractérisés par :;Une hépatomégalie;Des nausées et des crampes épigastriques;Une hyperéosinophilie modérée lors de la phase de maturation du ver;Une perturbation de l'appétit;Une anémie;b|c|d;3
9d0c340a69950c67127e8145c580f55fe4aa91309a607511ac08c5d44ed824cb;Parmi les propositions suivantes concernant la technique PCR (Polymerase Chain Reaction) laquelle (lesquelles) est (sont) exacte(s) ? Cette technique:;Utilise deux amorces oligonucléotidiques;Utilise une ADN polymérase ADN dépendante;Utilise une ARN polymérase ADN dépendante;Utilise des désoxyribonucléotides triphosphates;Permet la synthèse d'ARNm;a|b|d;3
1e698beeba45364c2d2b9e3751ede400694edc152e75869661d9cb6694e2e3ce;Parmi les propositions concernant les propriétés physico-chimiques de l'EDTA, indiquer la (les) proposition(s) exacte(s). L'EDTA est:;Un agent complexant;Un agent chélatant;Un ligand polydentate;Un acide;Un macrocycle;a|b|c|d;4
4a2132c1c62ea7101d8984e7ceccd0b0b88960eb4c67df44b12f9b93559916fd;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? La distribution tissulaire des médicaments;Est limitée par une mauvaise résorption digestive;N'est pas influencée par l'irrigation des organes;Détermine le volume apparent de distribution;Est influencée par la liaison du médicament aux protéines plasmatiques;Dépend des propriétés physico-chimiques du médicament;a|c|d|e;4
